mes_ano,valor_original,cidade,metrica,valor_minutos
07-2001,135h58m,Vitória,horas_trabalho,8158.0
08-2001,132h19m,Vitória,horas_trabalho,7939.0
09-2001,130h50m,Vitória,horas_trabalho,7850.0
10-2001,135h41m,Vitória,horas_trabalho,8141.0
11-2001,138h02m,Vitória,horas_trabalho,8282.0
12-2001,142h24m,Vitória,horas_trabalho,8544.0
01-2002,143h57m,Vitória,horas_trabalho,8637.0
02-2002,143h57m,Vitória,horas_trabalho,8637.0
03-2002,142h05m,Vitória,horas_trabalho,8525.0
04-2002,127h36m,Vitória,horas_trabalho,7656.0
05-2002,125h01m,Vitória,horas_trabalho,7501.0
06-2002,126h52m,Vitória,horas_trabalho,7612.0
07-2002,132h48m,Vitória,horas_trabalho,7968.0
08-2002,134h36m,Vitória,horas_trabalho,8076.0
09-2002,135h40m,Vitória,horas_trabalho,8140.0
10-2002,137h04m,Vitória,horas_trabalho,8224.0
11-2002,145h41m,Vitória,horas_trabalho,8741.0
12-2002,149h02m,Vitória,horas_trabalho,8942.0
01-2003,151h43m,Vitória,horas_trabalho,9103.0
02-2003,158h23m,Vitória,horas_trabalho,9503.0
03-2003,164h12m,Vitória,horas_trabalho,9852.0
04-2003,142h46m,Vitória,horas_trabalho,8566.0
05-2003,137h22m,Vitória,horas_trabalho,8242.0
06-2003,134h27m,Vitória,horas_trabalho,8067.0
07-2003,129h06m,Vitória,horas_trabalho,7746.0
08-2003,125h20m,Vitória,horas_trabalho,7520.0
09-2003,127h07m,Vitória,horas_trabalho,7627.0
10-2003,125h52m,Vitória,horas_trabalho,7552.0
11-2003,127h40m,Vitória,horas_trabalho,7660.0
12-2003,127h40m,Vitória,horas_trabalho,7660.0
01-2004,135h47m,Vitória,horas_trabalho,8147.0
02-2004,134h59m,Vitória,horas_trabalho,8099.0
03-2004,136h36m,Vitória,horas_trabalho,8196.0
04-2004,134h01m,Vitória,horas_trabalho,8041.0
05-2004,124h42m,Vitória,horas_trabalho,7482.0
06-2004,133h51m,Vitória,horas_trabalho,8031.0
07-2004,129h48m,Vitória,horas_trabalho,7788.0
08-2004,139h39m,Vitória,horas_trabalho,8379.0
09-2004,130h55m,Vitória,horas_trabalho,7855.0
10-2004,128h29m,Vitória,horas_trabalho,7709.0
11-2004,125h35m,Vitória,horas_trabalho,7535.0
12-2004,128h56m,Vitória,horas_trabalho,7736.0
01-2005,133h40m,Vitória,horas_trabalho,8020.0
02-2005,138h30m,Vitória,horas_trabalho,8310.0
03-2005,134h46m,Vitória,horas_trabalho,8086.0
04-2005,139h47m,Vitória,horas_trabalho,8387.0
05-2005,125h13m,Vitória,horas_trabalho,7513.0
06-2005,119h27m,Vitória,horas_trabalho,7167.0
07-2005,117h42m,Vitória,horas_trabalho,7062.0
08-2005,110h34m,Vitória,horas_trabalho,6634.0
09-2005,108h47m,Vitória,horas_trabalho,6527.0
10-2005,112h02m,Vitória,horas_trabalho,6722.0
11-2005,121h19m,Vitória,horas_trabalho,7279.0
12-2005,121h27m,Vitória,horas_trabalho,7287.0
01-2006,121h07m,Vitória,horas_trabalho,7267.0
02-2006,116h54m,Vitória,horas_trabalho,7014.0
03-2006,117h47m,Vitória,horas_trabalho,7067.0
04-2006,101h45m,Vitória,horas_trabalho,6105.0
05-2006,102h41m,Vitória,horas_trabalho,6161.0
06-2006,95h45m,Vitória,horas_trabalho,5745.0
07-2006,95h13m,Vitória,horas_trabalho,5713.0
08-2006,92h49m,Vitória,horas_trabalho,5569.0
09-2006,94h10m,Vitória,horas_trabalho,5650.0
10-2006,99h15m,Vitória,horas_trabalho,5955.0
11-2006,102h59m,Vitória,horas_trabalho,6179.0
12-2006,99h25m,Vitória,horas_trabalho,5965.0
01-2007,106h13m,Vitória,horas_trabalho,6373.0
02-2007,108h22m,Vitória,horas_trabalho,6502.0
03-2007,109h27m,Vitória,horas_trabalho,6567.0
04-2007,99h17m,Vitória,horas_trabalho,5957.0
05-2007,94h14m,Vitória,horas_trabalho,5654.0
06-2007,95h19m,Vitória,horas_trabalho,5719.0
07-2007,94h58m,Vitória,horas_trabalho,5698.0
08-2007,99h54m,Vitória,horas_trabalho,5994.0
09-2007,104h11m,Vitória,horas_trabalho,6251.0
10-2007,105h51m,Vitória,horas_trabalho,6351.0
11-2007,104h12m,Vitória,horas_trabalho,6252.0
12-2007,109h43m,Vitória,horas_trabalho,6583.0
01-2008,114h57m,Vitória,horas_trabalho,6897.0
02-2008,114h34m,Vitória,horas_trabalho,6874.0
03-2008,109h38m,Vitória,horas_trabalho,6578.0
04-2008,112h36m,Vitória,horas_trabalho,6756.0
05-2008,118h12m,Vitória,horas_trabalho,7092.0
06-2008,116h52m,Vitória,horas_trabalho,7012.0
07-2008,122h02m,Vitória,horas_trabalho,7322.0
08-2008,110h16m,Vitória,horas_trabalho,6616.0
09-2008,108h43m,Vitória,horas_trabalho,6523.0
10-2008,113h13m,Vitória,horas_trabalho,6793.0
11-2008,119h54m,Vitória,horas_trabalho,7194.0
12-2008,120h37m,Vitória,horas_trabalho,7237.0
01-2009,126h24m,Vitória,horas_trabalho,7584.0
02-2009,109h59m,Vitória,horas_trabalho,6599.0
03-2009,103h06m,Vitória,horas_trabalho,6186.0
04-2009,103h46m,Vitória,horas_trabalho,6226.0
05-2009,106h40m,Vitória,horas_trabalho,6400.0
06-2009,107h32m,Vitória,horas_trabalho,6452.0
07-2009,105h33m,Vitória,horas_trabalho,6333.0
08-2009,105h33m,Vitória,horas_trabalho,6333.0
09-2009,106h56m,Vitória,horas_trabalho,6416.0
10-2009,106h15m,Vitória,horas_trabalho,6375.0
11-2009,107h47m,Vitória,horas_trabalho,6467.0
12-2009,103h39m,Vitória,horas_trabalho,6219.0
01-2010,93h42m,Vitória,horas_trabalho,5622.0
02-2010,96h57m,Vitória,horas_trabalho,5817.0
03-2010,100h11m,Vitória,horas_trabalho,6011.0
04-2010,105h17m,Vitória,horas_trabalho,6317.0
05-2010,104h46m,Vitória,horas_trabalho,6286.0
06-2010,99h42m,Vitória,horas_trabalho,5982.0
07-2010,95h53m,Vitória,horas_trabalho,5753.0
08-2010,94h01m,Vitória,horas_trabalho,5641.0
09-2010,97h13m,Vitória,horas_trabalho,5833.0
10-2010,99h46m,Vitória,horas_trabalho,5986.0
11-2010,106h26m,Vitória,horas_trabalho,6386.0
12-2010,104h24m,Vitória,horas_trabalho,6264.0
01-2011,101h57m,Vitória,horas_trabalho,6117.0
02-2011,100h21m,Vitória,horas_trabalho,6021.0
03-2011,104h17m,Vitória,horas_trabalho,6257.0
04-2011,103h23m,Vitória,horas_trabalho,6203.0
05-2011,105h12m,Vitória,horas_trabalho,6312.0
06-2011,103h24m,Vitória,horas_trabalho,6204.0
07-2011,101h13m,Vitória,horas_trabalho,6073.0
08-2011,100h45m,Vitória,horas_trabalho,6045.0
09-2011,100h45m,Vitória,horas_trabalho,6045.0
10-2011,101h43m,Vitória,horas_trabalho,6103.0
11-2011,106h32m,Vitória,horas_trabalho,6392.0
12-2011,111h10m,Vitória,horas_trabalho,6670.0
01-2012,95h55m,Vitória,horas_trabalho,5755.0
02-2012,94h30m,Vitória,horas_trabalho,5670.0
03-2012,92h03m,Vitória,horas_trabalho,5523.0
04-2012,92h43m,Vitória,horas_trabalho,5563.0
05-2012,95h55m,Vitória,horas_trabalho,5755.0
06-2012,98h13m,Vitória,horas_trabalho,5893.0
07-2012,102h51m,Vitória,horas_trabalho,6171.0
08-2012,105h37m,Vitória,horas_trabalho,6337.0
09-2012,106h22m,Vitória,horas_trabalho,6382.0
10-2012,103h56m,Vitória,horas_trabalho,6236.0
11-2012,104h27m,Vitória,horas_trabalho,6267.0
12-2012,102h53m,Vitória,horas_trabalho,6173.0
01-2013,102h20m,Vitória,horas_trabalho,6140.0
02-2013,101h42m,Vitória,horas_trabalho,6102.0
03-2013,107h48m,Vitória,horas_trabalho,6468.0
04-2013,106h44m,Vitória,horas_trabalho,6404.0
05-2013,105h44m,Vitória,horas_trabalho,6344.0
06-2013,102h25m,Vitória,horas_trabalho,6145.0
07-2013,100h50m,Vitória,horas_trabalho,6050.0
08-2013,100h36m,Vitória,horas_trabalho,6036.0
09-2013,97h51m,Vitória,horas_trabalho,5871.0
10-2013,101h49m,Vitória,horas_trabalho,6109.0
11-2013,104h18m,Vitória,horas_trabalho,6258.0
12-2013,104h17m,Vitória,horas_trabalho,6257.0
01-2014,99h24m,Vitória,horas_trabalho,5964.0
02-2014,99h48m,Vitória,horas_trabalho,5988.0
03-2014,104h26m,Vitória,horas_trabalho,6266.0
04-2014,106h44m,Vitória,horas_trabalho,6404.0
05-2014,107h12m,Vitória,horas_trabalho,6432.0
06-2014,105h08m,Vitória,horas_trabalho,6308.0
07-2014,100h30m,Vitória,horas_trabalho,6030.0
08-2014,100h01m,Vitória,horas_trabalho,6001.0
09-2014,99h46m,Vitória,horas_trabalho,5986.0
10-2014,100h02m,Vitória,horas_trabalho,6002.0
11-2014,100h41m,Vitória,horas_trabalho,6041.0
12-2014,101h14m,Vitória,horas_trabalho,6074.0
01-2015,97h14m,Vitória,horas_trabalho,5834.0
02-2015,99h04m,Vitória,horas_trabalho,5944.0
03-2015,101h31m,Vitória,horas_trabalho,6091.0
04-2015,105h06m,Vitória,horas_trabalho,6306.0
05-2015,108h18m,Vitória,horas_trabalho,6498.0
06-2015,102h43m,Vitória,horas_trabalho,6163.0
07-2015,102h45m,Vitória,horas_trabalho,6165.0
08-2015,99h57m,Vitória,horas_trabalho,5997.0
09-2015,100h56m,Vitória,horas_trabalho,6056.0
10-2015,99h45m,Vitória,horas_trabalho,5985.0
11-2015,105h47m,Vitória,horas_trabalho,6347.0
12-2015,107h29m,Vitória,horas_trabalho,6449.0
01-2016,109h37m,Vitória,horas_trabalho,6577.0
02-2016,100h21m,Vitória,horas_trabalho,6021.0
03-2016,104h33m,Vitória,horas_trabalho,6273.0
04-2016,103h34m,Vitória,horas_trabalho,6214.0
05-2016,104h44m,Vitória,horas_trabalho,6284.0
06-2016,107h10m,Vitória,horas_trabalho,6430.0
07-2016,109h04m,Vitória,horas_trabalho,6544.0
08-2016,109h08m,Vitória,horas_trabalho,6548.0
09-2016,108h49m,Vitória,horas_trabalho,6529.0
10-2016,112h17m,Vitória,horas_trabalho,6737.0
11-2016,109h43m,Vitória,horas_trabalho,6583.0
12-2016,106h35m,Vitória,horas_trabalho,6395.0
01-2017,99h10m,Vitória,horas_trabalho,5950.0
02-2017,97h13m,Vitória,horas_trabalho,5833.0
03-2017,97h37m,Vitória,horas_trabalho,5857.0
04-2017,101h19m,Vitória,horas_trabalho,6079.0
05-2017,99h05m,Vitória,horas_trabalho,5945.0
06-2017,94h59m,Vitória,horas_trabalho,5699.0
07-2017,96h09m,Vitória,horas_trabalho,5769.0
08-2017,93h25m,Vitória,horas_trabalho,5605.0
09-2017,91h59m,Vitória,horas_trabalho,5519.0
10-2017,92h26m,Vitória,horas_trabalho,5546.0
11-2017,91h05m,Vitória,horas_trabalho,5465.0
12-2017,90h26m,Vitória,horas_trabalho,5426.0
01-2018,96h20m,Vitória,horas_trabalho,5780.0
02-2018,94h44m,Vitória,horas_trabalho,5684.0
03-2018,94h41m,Vitória,horas_trabalho,5681.0
04-2018,94h30m,Vitória,horas_trabalho,5670.0
05-2018,94h32m,Vitória,horas_trabalho,5672.0
06-2018,95h25m,Vitória,horas_trabalho,5725.0
07-2018,93h44m,Vitória,horas_trabalho,5624.0
08-2018,91h15m,Vitória,horas_trabalho,5475.0
09-2018,91h14m,Vitória,horas_trabalho,5474.0
10-2018,96h47m,Vitória,horas_trabalho,5807.0
11-2018,94h13m,Vitória,horas_trabalho,5653.0
12-2018,93h07m,Vitória,horas_trabalho,5587.0
01-2019,93h31m,Vitória,horas_trabalho,5611.0
02-2019,99h06m,Vitória,horas_trabalho,5946.0
03-2019,104h53m,Vitória,horas_trabalho,6293.0
04-2019,109h54m,Vitória,horas_trabalho,6594.0
05-2019,106h53m,Vitória,horas_trabalho,6413.0
06-2019,106h59m,Vitória,horas_trabalho,6419.0
07-2019,102h56m,Vitória,horas_trabalho,6176.0
08-2019,97h19m,Vitória,horas_trabalho,5839.0
09-2019,94h35m,Vitória,horas_trabalho,5675.0
10-2019,94h24m,Vitória,horas_trabalho,5664.0
11-2019,101h52m,Vitória,horas_trabalho,6112.0
12-2019,110h03m,Vitória,horas_trabalho,6603.0
01-2020,104h13m,Vitória,horas_trabalho,6253.0
02-2020,101h04m,Vitória,horas_trabalho,6064.0
03-2020,106h16m,Vitória,horas_trabalho,6376.0
04-2020,113h14m,Vitória,horas_trabalho,6794.0
05-2020,113h00m,Vitória,horas_trabalho,6780.0
06-2020,105h16m,Vitória,horas_trabalho,6316.0
07-2020,102h04m,Vitória,horas_trabalho,6124.0
08-2020,107h15m,Vitória,horas_trabalho,6435.0
09-2020,113h33m,Vitória,horas_trabalho,6813.0
10-2020,116h23m,Vitória,horas_trabalho,6983.0
11-2020,127h42m,Vitória,horas_trabalho,7662.0
12-2020,126h22m,Vitória,horas_trabalho,7582.0
01-2021,124h55m,Vitória,horas_trabalho,7495.0
02-2021,121h51m,Vitória,horas_trabalho,7311.0
03-2021,119h23m,Vitória,horas_trabalho,7163.0
04-2021,122h12m,Vitória,horas_trabalho,7332.0
05-2021,123h23m,Vitória,horas_trabalho,7403.0
06-2021,122h16m,Vitória,horas_trabalho,7336.0
07-2021,122h29m,Vitória,horas_trabalho,7349.0
08-2021,123h47m,Vitória,horas_trabalho,7427.0
09-2021,126h37m,Vitória,horas_trabalho,7597.0
10-2021,134h12m,Vitória,horas_trabalho,8052.0
11-2021,133h38m,Vitória,horas_trabalho,8018.0
12-2021,132h24m,Vitória,horas_trabalho,7944.0
01-2022,122h59m,Vitória,horas_trabalho,7379.0
02-2022,123h53m,Vitória,horas_trabalho,7433.0
03-2022,127h58m,Vitória,horas_trabalho,7678.0
04-2022,132h23m,Vitória,horas_trabalho,7943.0
05-2022,126h44m,Vitória,horas_trabalho,7604.0
06-2022,125h46m,Vitória,horas_trabalho,7546.0
07-2022,127h12m,Vitória,horas_trabalho,7632.0
08-2022,126h35m,Vitória,horas_trabalho,7595.0
09-2022,124h34m,Vitória,horas_trabalho,7474.0
10-2022,128h28m,Vitória,horas_trabalho,7708.0
11-2022,129h32m,Vitória,horas_trabalho,7772.0
12-2022,132h17m,Vitória,horas_trabalho,7937.0
01-2023,122h43m,Vitória,horas_trabalho,7363.0
02-2023,119h50m,Vitória,horas_trabalho,7190.0
03-2023,118h08m,Vitória,horas_trabalho,7088.0
04-2023,118h56m,Vitória,horas_trabalho,7136.0
05-2023,117h41m,Vitória,horas_trabalho,7061.0
06-2023,115h13m,Vitória,horas_trabalho,6913.0
07-2023,112h25m,Vitória,horas_trabalho,6745.0
08-2023,110h09m,Vitória,horas_trabalho,6609.0
09-2023,113h39m,Vitória,horas_trabalho,6819.0
10-2023,112h32m,Vitória,horas_trabalho,6752.0
11-2023,112h35m,Vitória,horas_trabalho,6755.0
12-2023,114h49m,Vitória,horas_trabalho,6889.0
01-2024,112h04m,Vitória,horas_trabalho,6724.0
02-2024,114h01m,Vitória,horas_trabalho,6841.0
03-2024,113h38m,Vitória,horas_trabalho,6818.0
04-2024,113h14m,Vitória,horas_trabalho,6794.0
05-2024,112h47m,Vitória,horas_trabalho,6767.0
06-2024,111h56m,Vitória,horas_trabalho,6716.0
07-2024,107h16m,Vitória,horas_trabalho,6436.0
08-2024,106h36m,Vitória,horas_trabalho,6396.0
09-2024,108h16m,Vitória,horas_trabalho,6496.0
10-2024,110h19m,Vitória,horas_trabalho,6619.0
11-2024,113h12m,Vitória,horas_trabalho,6792.0
12-2024,116h27m,Vitória,horas_trabalho,6987.0
